type,title,director,date_added,release_year,rating,duration
TV Show,Reply 1988,,1-jan.-20,2015,TV-14,1
TV Show,Reply 1994,Shin Won-ho,8-Aug-19,2014,TV-MA,1
TV Show,Reply 1997,Shin Won-ho,8-Aug-19,2012,TV-MA,1
TV Show,Republic of Doyle,,28-May-20,2014,TV-14,6
TV Show,Requiem,,23-mar.-18,2018,TV-MA,1
Movie,Resident Evil: Afterlife,Paul W.S. Anderson,1-jan.-20,2010,R,97
Movie,Residente,René Pérez Joglar,1-jan.-18,2017,TV-MA,97
Movie,Residue,Merawi Gerima,17-Sep-20,2020,TV-MA,90
TV Show,Angel Beats!,,15-jul.-19,2010,TV-PG,1
TV Show,Restaurants on the Edge,,8-May-20,2020,TV-14,2
Movie,Restless Creature: Wendy Whelan,"Linda Saffire, Adam Schlesinger",26-Sep-17,2016,TV-MA,94
Movie,Results,Andrew Bujalski,22-Oct-15,2015,R,105
Movie,Resurface,"Josh Izenberg, Wynn Padula",1-Sep-17,2017,TV-MA,28
TV Show,Resurrection: Ertugrul,,24-Sep-19,2018,TV-14,5
Movie,Retablo,Álvaro Delgado-Aparicio L.,30-jul.-20,2017,TV-MA,102
TV Show,Retribution,,30-jan.-18,2016,TV-MA,1
Movie,Return of the Prodigal Son,Youssef Chahine,19-jun.-20,1976,TV-MA,124
Movie,Return To The 36th Chamber,Chia-Liang Liu,16-Aug-18,1980,R,97
Movie,Revelations,Vijay Jayapal,1-mar.-17,2016,NR,118
Movie,Angel Eyes,Luis Mandoki,5-Sep-20,2001,R,103
TV Show,Revenge,,2-May-19,2017,TV-MA,1
Movie,Revenge of the Green Dragons,"Andrew Lau Wai-Keung, Andrew Loo",21-jul.-18,2014,R,95
Movie,Revenge of the Pontianak,"Glen Goei, Gavin Yap",24-Oct-19,2019,TV-14,92
Movie,Revenger,Lee Seung-won,15-jan.-19,2018,TV-MA,102
Movie,Reversing Roe,,13-Sep-18,2018,TV-14,100
TV Show,Revisions,,14-May-19,2018,TV-14,1
Movie,Revolt,Joe Miale,31-mar.-18,2017,R,87
TV Show,Revolting Rhymes,"Jani Lachauer, Jakob Schuh",1-Feb-18,2017,TV-PG,1
TV Show,Revolutionary Love,,1-jun.-20,2017,TV-MA,1
Movie,Revolutionary Road,Sam Mendes,1-nov.-19,2008,R,120
Movie,Angel Has Fallen,Ric Roman Waugh,4-Apr-20,2019,R,121
Movie,Rezeta,Fernando Frías De La Parra,3-Dec-16,2012,NR,84
TV Show,Rhyme Time Town,,19-jun.-20,2020,TV-Y,1
TV Show,Rhyme Time Town Singalongs,,22-Dec-20,2020,TV-Y,1
Movie,Rhys Nicholson Live at the Athenaeum,Thomas Toby Parkinson,20-Dec-20,2020,TV-MA,66
TV Show,Rhythm + Flow,,9-Oct-19,2019,TV-MA,1
TV Show,"Rica, Famosa, Latina",,26-Apr-19,2016,TV-MA,4
Movie,Ricardo O'Farrill Abrazo Genial,"Raúl Campos, Jan Suter",22-jan.-16,2016,TV-MA,92
Movie,Ricardo O'Farrill: Abrazo navideño,"Raúl Campos, Jan Suter",12-Dec-16,2016,TV-MA,31
Movie,Ricardo Quevedo: Hay gente así,"Raúl Campos, Jan Suter",24-jan.-18,2018,TV-MA,59
Movie,Ricardo Quevedo: Los amargados somos más,Fernando Ayllón,3-Apr-19,2019,TV-MA,59
TV Show,100 Days My Prince,,7-Dec-20,2018,TV-14,1
Movie,Angela's Christmas,Damien O’Connor,30-nov.-18,2018,TV-Y,30
Movie,Rich in Love,Bruno Garotti,30-Apr-20,2020,TV-14,105
Movie,Richard Pryor: Live in Concert,Jeff Margolis,1-Dec-16,1979,TV-MA,79
TV Show,Richie Rich,,22-May-15,2015,TV-G,2
Movie,Ricky Gervais: Humanity,John L. Spencer,13-mar.-18,2018,TV-MA,79
Movie,Ride Like a Girl,Rachel Griffiths,27-jun.-20,2020,PG,99
TV Show,RIDE ON TIME,,13-Aug-20,2019,TV-PG,2
Movie,Riding Faith,Paco Aguilar,17-jun.-20,2020,TV-PG,81
Movie,Right Here Right Now,Jakob Lass,16-jun.-19,2018,TV-MA,91
Movie,Righteous Kill,Jon Avnet,1-jun.-19,2008,R,101
TV Show,Rilakkuma and Kaoru,,19-Apr-19,2019,TV-PG,1
Movie,Angela's Christmas Wish,Damien O’Connor,1-Dec-20,2020,TV-Y,48
Movie,Rim of the World,McG,24-May-19,2019,TV-14,99
TV Show,Rimba Racer,,5-Apr-19,2017,TV-PG,1
Movie,Ringan,Makarand Mane,1-May-18,2015,TV-14,103
Movie,Riot,John Lyde,1-jan.-20,2015,TV-MA,88
Movie,Rip Tide,Rhiannon Bannenberg,15-jan.-18,2017,TV-PG,87
Movie,Riphagen - The Untouchable,Pieter Kuijpers,1-Oct-16,2016,TV-14,132
TV Show,Ripper Street,,8-Sep-17,2017,TV-MA,5
TV Show,Rise of Empires: Ottoman,,24-jan.-20,2020,TV-MA,1
Movie,Rise of the Zombie,"Devaki Singh, Luke Kenny",15-Dec-17,2013,TV-MA,83
Movie,Rise: Ini Kalilah,"Saw Teong Hin, Nik Amir Mustapha, M.S. Prem Nath",27-Feb-19,2018,TV-PG,101
Movie,Angels & Demons,Ron Howard,1-Dec-20,2009,PG-13,139
TV Show,Rishta.com,,15-mar.-18,2010,TV-14,1
Movie,Rising High,Cüneyt Kaya,17-Apr-20,2020,TV-MA,95
Movie,Rising Phoenix,,26-Aug-20,2020,PG-13,107
TV Show,Rita,,15-Aug-20,2020,TV-MA,5
Movie,Rivaaz,Ashok Nanda,1-nov.-17,2011,TV-MA,107
Movie,"River, el más grande siempre","Marcelo Altmark, Mariano Mucci, Luis A. Scalella",5-jul.-19,2019,TV-G,105
Movie,River's Edge,Isao Yukisada,2-mar.-19,2018,TV-MA,118
TV Show,Riverdale,Rob Seidenglanz,14-May-20,2019,TV-14,4
Movie,Rize,David LaChapelle,1-Oct-20,2005,PG-13,87
Movie,Road To High & Low,Shigeaki Kubo,20-Sep-20,2016,TV-MA,94
Movie,Anger Management,Peter Segal,1-nov.-19,2003,PG-13,105
Movie,ROAD TO ROMA,Andres Clariond,11-Feb-20,2020,TV-PG,73
Movie,Road to Sangam,Amit Rai,31-Dec-19,2010,TV-14,136
Movie,Road to Yesterday,Ishaya Bako,1-jul.-16,2015,TV-14,96
Movie,Road Trip: Beer Pong,Steve Rash,1-jan.-20,2009,R,97
Movie,"Rob Schneider: Asian Momma, Mexican Kids",Tyler Spindel,11-Aug-20,2020,TV-MA,44
Movie,Roberto Saviano: Writing Under Police Protection,Pierfrancesco Diliberto,1-May-18,2016,TV-14,45
Movie,Robin Hood: The Rebellion,Nicholas Winter,1-May-19,2018,TV-14,92
TV Show,Robocar Poli,,1-Sep-17,2015,TV-Y,4
TV Show,Robot Trains,,31-Dec-19,2018,TV-Y7,2
TV Show,Robotech,,1-Oct-16,1985,TV-MA,1
TV Show,Angry Birds,,16-mar.-19,2018,TV-Y7,3
TV Show,Robozuna,,15-mar.-19,2018,TV-Y7,2
Movie,Rocco,"Thierry Demaizière, Alban Teurlai",1-Sep-17,2016,TV-MA,103
Movie,Rock My Heart,Hanno Olderdissen,7-jun.-19,2019,TV-PG,110
Movie,Rock On!!,Abhishek Kapoor,15-Dec-19,2008,TV-14,139
Movie,Rocko's Modern Life: Static Cling,"Joe Murray, Cosmo Segurson",9-Aug-19,2019,TV-Y7,46
Movie,Rocky,John G. Avildsen,1-Aug-19,1976,PG,120
Movie,Rocky Handsome,Nishikant Kamat,17-Feb-17,2016,TV-MA,119
Movie,Rocky II,Sylvester Stallone,1-Aug-19,1979,PG,119
Movie,Rocky III,Sylvester Stallone,1-Aug-19,1982,PG,100
Movie,Rocky IV,Sylvester Stallone,1-Aug-19,1985,PG,92
Movie,Angry Indian Goddesses,Pan Nalin,14-mar.-17,2015,TV-MA,104
Movie,Rocky V,John G. Avildsen,1-Aug-19,1990,PG-13,104
Movie,Rodney Carrington: Here Comes the Truth,Brandon Jones,3-Oct-17,2017,TV-MA,66
Movie,Rodney King,Spike Lee,28-Apr-17,2017,TV-MA,53
Movie,Roger Corman's Death Race 2050,G.J. Echternkamp,17-jan.-17,2017,R,93
Movie,Rogue City,Olivier Marchal,30-Oct-20,2020,TV-MA,116
Movie,Rogue Warfare,Mike Gunther,28-mar.-20,2019,R,103
Movie,Rogue Warfare: The Hunt,Mike Gunther,1-Aug-20,2020,R,104
Movie,Roh's Beauty,Sameh Abdulaziz,19-Apr-19,2014,TV-MA,98
Movie,Roll Red Roll,Nancy Schwartzman,8-Aug-19,2018,TV-MA,80
Movie,Roll With Me,,1-Dec-18,2017,TV-MA,90
Movie,Angu Vaikuntapurathu (Malayalam),Trivikram Srinivas,5-mar.-20,2020,TV-14,162
Movie,Rolling Papers,Mitch Dickman,8-Sep-17,2015,TV-MA,79
Movie,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Martin Scorsese,12-jun.-19,2019,TV-MA,142
Movie,ROMA,Alfonso Cuarón,14-Dec-18,2018,R,135
TV Show,Roman Empire: Reign of Blood,,5-Apr-19,2019,TV-MA,3
Movie,Romance Doll,Yuki Tanada,24-jul.-20,2020,TV-MA,124
TV Show,Romance is a bonus book,,3-Feb-19,2019,TV-14,1
Movie,Romantik Komedi,Ketche,10-mar.-17,2010,NR,110
Movie,Romantik Komedi 2: Bekarlığa Veda,Erol Özlevi,10-mar.-17,2013,TV-14,105
Movie,Romeo Akbar Walter,Robbie Grewal,30-jun.-19,2019,TV-14,141
Movie,Romeo Ranjha,Navaniat Singh,1-nov.-17,2014,TV-14,122
Movie,Ani... Dr. Kashinath Ghanekar,Abhijeet Deshpande,10-Sep-20,2018,TV-14,157
Movie,Romina,Diego Cohen,13-jul.-18,2018,TV-MA,75
Movie,"Ron White: If You Quit Listening, I'll Shut Up",Tom Forrest,16-Oct-18,2018,TV-MA,63
Movie,Ronnie Coleman: The King,Vlad Yudin,25-Oct-18,2018,TV-MA,93
Movie,Ronny Chieng: Asian Comedian Destroys America!,Sebastian DiNatale,17-Dec-19,2019,TV-MA,63
TV Show,Rookie Historian Goo Hae-Ryung,,18-jul.-19,2019,TV-14,1
Movie,Room,Lenny Abrahamson,19-jul.-18,2015,R,118
TV Show,Room 2806: The Accusation,Jalil Lespert,7-Dec-20,2020,TV-MA,1
Movie,Room for Rent,Matthew Atkinson,1-mar.-19,2017,TV-MA,89
Movie,Room on the Broom,"Max Lang, Jani Lachauer",1-jul.-19,2012,TV-Y7,26
TV Show,Roonpi Secret Love,,21-jun.-19,2016,TV-14,3
Movie,ANIMA,Paul Thomas Anderson,27-jun.-19,2019,TV-PG,15
Movie,Rooting for Roona,"Pavitra Chalam, Akshay Shankar",15-Oct-20,2020,TV-PG,42
Movie,Roots,Shweta Basu Prasad,1-nov.-17,2016,TV-PG,62
Movie,Roped,Shaun Paul Piccinino,2-May-20,2020,PG,90
Movie,Rory Scovel Tries Stand-Up for the First Time,Scott Moran,20-jun.-17,2017,TV-MA,66
TV Show,Rosario Tijeras,,20-May-19,2018,TV-MA,2
Movie,Rose Island,Sydney Sibilia,9-Dec-20,2020,TV-14,119
Movie,Rosemary's Baby,Roman Polanski,1-nov.-19,1968,R,137
TV Show,"Roswell, New Mexico",,23-jun.-20,2020,TV-14,2
TV Show,Rotten,,4-Oct-19,2019,TV-MA,2
Movie,Rounders,John Dahl,1-nov.-19,1998,R,121
Movie,Animal Crackers,"Tony Bancroft, Scott Christian Sava",24-jul.-20,2020,TV-Y7,106
Movie,Rowdy Rathore,Prabhu Deva,2-Aug-18,2012,TV-14,137
Movie,Roxanne Roxanne,Michael Larnell,23-mar.-18,2018,TV-MA,100
TV Show,Royal Pains,Jay Chandrasekhar," May 18, 2017",2016,TV-PG,8
TV Show,Rubi,,31-Dec-17,2004,TV-PG,1
Movie,Rudy Habibie,Hanung Bramantyo,28-jan.-19,2016,TV-14,143
TV Show,Rugal,,29-mar.-20,2020,TV-MA,1
Movie,Rugrats in Paris: The Movie,"Stig Bergqvist, Paul Demeyer",1-Oct-19,2000,G,79
Movie,Rukh,Atanu Mukherjee,1-Apr-18,2017,TV-MA,103
Movie,Rumble,R. Ellis Frazier,15-Sep-17,2016,TV-MA,92
Movie,Rumble in the Bronx,Stanley Tong,1-nov.-19,1995,R,89
Movie,100 Days Of Solitude,,6-jul.-18,2018,TV-MA,93
Movie,Animal World,Han Yan,28-Sep-18,2018,TV-MA,130
Movie,Rumor Has It,Rob Reiner,1-Aug-19,2005,PG-13,97
Movie,Run,Jeeva,1-mar.-18,2004,TV-14,134
TV Show,Run On,,17-Dec-20,2020,TV-MA,1
Movie,Runaway Bride,Garry Marshall,1-Dec-20,1999,PG,116
Movie,Running for Grace,David L. Cunningham,19-jun.-19,2018,TV-14,110
TV Show,Running Man,,1-jan.-21,2020,TV-Y7,1
Movie,Running Out Of Time,Chris Stokes,1-Aug-19,2018,TV-14,88
Movie,Running Shaadi,Amit Roy,30-Apr-18,2017,TV-14,115
TV Show,Rurouni Kenshin,," January 1, 2020",1998,TV-14,3
Movie,Rush: Beyond the Lighted Stage,"Sam Dunn, Scot McFadyen",15-Feb-17,2010,TV-MA,107
Movie,Animas,"Laura Alvea, José Ortuño",25-jan.-19,2018,TV-MA,88
Movie,RUSSELL BRAND: RE:BIRTH,Chris Howe,4-Dec-18,2018,TV-MA,63
Movie,Russell Howard: Recalibrate,Peter Orton,19-Dec-17,2017,TV-MA,69
Movie,Russell Madness,Robert Vince,10-May-15,2015,PG,93
TV Show,Russell Peters vs. the World,,14-Oct-13,2013,NR,1
Movie,Russell Peters: Almost Famous,Dave Higby,7-Oct-16,2016,TV-MA,73
Movie,Russell Peters: Notorious,Dave Higby,14-Oct-13,2013,NR,72
TV Show,Russian Doll,,1-Feb-19,2019,TV-MA,1
Movie,Rust Creek,Jen McGowan,30-nov.-20,2019,R,108
TV Show,Rust Valley Restorers,,21-Aug-20,2020,TV-14,3
Movie,Rustom,Dharmendra Suresh Desai,6-jan.-17,2016,TV-14,141
TV Show,Anitta: Made In Honório,"Andrucha Waddington, Pedro Waddington",16-Dec-20,2020,TV-MA,1
Movie,Ryan Hamilton: Happy Face,Marcus Raboy,29-Aug-17,2017,TV-14,57
Movie,S Is for Stanley,Alex Infascelli,15-jun.-17,2016,TV-MA,82
Movie,S Storm,David Lam,19-Oct-18,2016,TV-MA,95
Movie,S.W.A.T.,Clark Johnson,1-jan.-21,2003,PG-13,117
Movie,"Sí, Mi Amor",Pedro Flores Maldonado,6-May-20,2020,TV-MA,107
Movie,Saadey CM Saab,Vipin Parashar,1-Oct-18,2015,TV-PG,131
Movie,Saaho,Sujeeth,8-Dec-19,2019,TV-14,172
Movie,Saath Saath,Raman Kumar,31-Dec-19,1982,TV-14,118
Movie,Saavat,Saurabh Sinha,23-Aug-19,2019,TV-14,118
Movie,Saawan,Farhan Alam,4-Sep-19,2016,TV-14,128
Movie,Anjaan,N. Linguswamy,1-Oct-18,2014,TV-14,146
TV Show,Sab Jholmaal Hai,Vijay Roche,18-Oct-20,2017,TV-Y7,3
Movie,Sabrina,Rocky Soraya,20-nov.-18,2018,TV-MA,114
TV Show,Sacred Games,"Vikramaditya Motwane, Anurag Kashyap",15-Aug-19,2019,TV-MA,2
Movie,Sacro GRA,Gianfranco Rosi,21-mar.-17,2013,TV-MA,91
Movie,Sad Hill Unearthed,Guillermo de Oliveira,15-Dec-18,2017,TV-14,83
Movie,Sadece Sen,Hakan Yonat,10-mar.-17,2014,TV-MA,105
Movie,Sadie's Last Days on Earth,Michael Seater,22-Aug-17,2016,TV-14,94
Movie,Sadma,Balu Mahendra,31-Dec-19,1983,TV-14,137
TV Show,Sadqay Tumhare,Ehtesham Uddin,15-Dec-16,2014,TV-PG,1
Movie,Saeed Mirza: The Leftist Sufi,"Kireet Khurana, Padmakumar Narasimhamurthy",1-May-17,2016,TV-MA,61
TV Show,Anjaan: Rural Myths,,15-Dec-18,2018,TV-14,1
TV Show,Safe,,5-Feb-19,2018,TV-MA,1
Movie,Safety Not Guaranteed,Colin Trevorrow,13-Aug-20,2012,R,86
Movie,Sahara,Pierre Coré,12-May-17,2017,TV-Y7,86
Movie,Saheb Bibi Golaam,Pratim D. Gupta,1-jan.-17,2016,TV-MA,118
Movie,Saheb Biwi Aur Gangster Returns,Tigmanshu Dhulia,19-Sep-20,2013,TV-MA,139
TV Show,Saint Seiya,,1-Apr-20,1986,TV-14,6
TV Show,Saint Seiya: The Lost Canvas,,15-May-18,2009,TV-MA,1
Movie,Sairat,Nagraj Manjule,1-Apr-18,2016,TV-14,173
Movie,Sakaling Maging Tayo,JP Habac,17-Dec-20,2019,TV-14,90
Movie,Sakhi,Sanjay Soorkar,15-Feb-18,2007,TV-PG,152
TV Show,Anjaan: Special Crimes Unit,,1-May-18,2018,TV-14,1
TV Show,Sakho & Mangane,,27-Dec-20,2019,TV-MA,1
Movie,Salaakhen,A. Salaam,1-Apr-17,1975,TV-14,134
Movie,Saladin,Youssef Chahine,18-jun.-20,1963,TV-MA,194
Movie,Salam - The First ****** Nobel Laureate,Anand Kamalakar,2-Oct-19,2018,TV-PG,76
Movie,Salem: His Sister's Father,Mohamed Hamdy,22-jun.-19,2014,TV-14,99
TV Show,Salt Fat Acid Heat,,11-Oct-18,2018,TV-PG,1
TV Show,Sam & Cat,,5-nov.-19,2014,TV-PG,2
Movie,Sam Jay: 3 In The Morning,Kristian Mercado,4-Aug-20,2020,TV-MA,64
Movie,Sam Kinison: Breaking the Rules,Walter C. Miller,31-Dec-18,1987,TV-MA,50
Movie,Sam Kinison: Family Entertainment Hour,Walter C. Miller,31-Dec-18,1991,TV-MA,49
Movie,Anjelah Johnson: Not Fancy,Jay Karas,2-Oct-15,2015,TV-14,64
Movie,Sam Kinison: Live in Vegas,Walter C. Miller,31-Dec-18,1991,TV-MA,71
Movie,Sam Kinison: The Scream Continues,,31-Dec-18,2016,TV-MA,29
Movie,Samantaral,Partha Chakraborty,15-Sep-18,2017,TV-MA,110
TV Show,Samantha!,,19-Apr-19,2019,TV-MA,2
Movie,Samarppanam,K. Gopinathan,1-mar.-18,2017,TV-PG,116
Movie,Same Kind of Different as Me,Michael Carney,17-Aug-18,2017,PG-13,119
Movie,Sameer Abu Alneel,Amr Arafa,6-jun.-19,2013,TV-14,107
TV Show,Sammy & Co,,25-Dec-15,2014,TV-Y,1
Movie,Sample This,Dan Forrer,15-Sep-16,2012,TV-14,83
Movie,Samson,"Bruce MacDonald, Gabriel Sabloff",14-Dec-18,2018,PG-13,109
Movie,Ankhon Dekhi,Rajat Kapoor,28-Sep-20,2013,TV-PG,104
Movie,Samudri Lootere,Anirban Majumder,18-jun.-19,2018,TV-Y,65
TV Show,Samurai Gourmet,,17-mar.-17,2017,TV-PG,1
Movie,San Pietro,John Huston,31-mar.-17,1945,TV-14,32
Movie,Sanai Choughade,Rajeev Patil,1-jan.-18,2008,TV-14,122
Movie,Sand Castle,Fernando Coimbra,21-Apr-17,2017,TV-MA,113
Movie,Sand Storm,Elite Zexer,15-Dec-16,2016,TV-PG,88
Movie,Sandy Wexler,Steven Brill,14-Apr-17,2017,TV-14,131
Movie,Sangam,Raj Kapoor,31-Dec-19,1964,TV-14,228
Movie,Sanju,Rajkumar Hirani,15-Oct-18,2018,TV-MA,159
TV Show,SanPa: Sins of the Savior,Cosima Spender,30-Dec-20,2020,TV-MA,1
Movie,Ankur Arora Murder Case,Sohail Tatari,15-Oct-17,2013,TV-14,127
Movie,Santa Banta Pvt Ltd,Akashdeep,19-Sep-20,2016,TV-14,111
TV Show,Santa Clarita Diet,,29-mar.-19,2019,TV-MA,3
Movie,Santa Claws,Glenn Miller,17-nov.-17,2014,TV-PG,86
Movie,Santa Girl,Blayne Weaver,1-nov.-19,2019,TV-PG,91
Movie,Santa Pac's Merry Berry Day,Moto Sakakibara,1-nov.-16,2016,TV-Y,44
Movie,Santa's Apprentice,Luc Vinciguerra,20-Dec-15,2010,TV-G,72
Movie,Santana,"Chris Roland, Maradona Dias Dos Santos",28-Aug-20,2020,TV-MA,107
Movie,Santo Cachón,,26-Oct-18,2018,TV-14,87
Movie,Sara's Notebook,Norberto López Amado,26-May-18,2018,TV-MA,117
Movie,Sarah Cooper: Everything's Fine,Natasha Lyonne,27-Oct-20,2020,TV-MA,50
Movie,Annabelle Hooper and the Ghosts of Nantucket,Paul Serafini,1-Aug-17,2016,TV-PG,92
Movie,Sarah Silverman A Speck of Dust,Liam Lynch,30-May-17,2017,TV-MA,71
Movie,Sarah's Key,Gilles Paquet-Brenner,21-Sep-19,2010,PG-13,102
Movie,Sarajevo,Andreas Prochaska,15-jan.-17,2014,TV-PG,98
Movie,Sardaar ji,Rohit Jugraj,1-Dec-17,2015,TV-14,140
Movie,Sardaarji 2,Rohit Jugraj,15-Oct-17,2016,TV-PG,145
Movie,Sarivar Sari,Gajendra Ahire,15-Feb-18,2005,TV-14,126
Movie,Sarkar,A.R. Murugadoss,2-mar.-19,2018,TV-MA,162
Movie,Sarvam Thaala Mayam (Tamil Version),Rajiv Menon,1-mar.-19,2018,TV-14,131
Movie,Sarvam Thaala Mayam (Telugu Version),Rajiv Menon,8-Apr-19,2018,TV-14,131
Movie,Sarvopari Palakkaran,Venugopan,1-jul.-18,2017,TV-14,133
TV Show,100 Humans,,13-mar.-20,2020,TV-14,1
TV Show,Anne with an E,,3-jan.-20,2019,TV-PG,3
Movie,Sat Shri Akaal England,Vikram Pradhan,1-Oct-18,2017,TV-14,127
Movie,Sat Sri Akal,Kamal Sahani,30-jan.-19,2008,TV-14,141
Movie,Satan & Adam,V. Scott Balcerek,1-jun.-19,2018,TV-MA,78
TV Show,Satrangi,,1-Apr-17,2014,TV-PG,1
Movie,Satrangi Re,Aditya Sarpotdar,15-mar.-18,2012,TV-14,150
Movie,Satria Heroes: Revenge of the Darkness,"Kenzo Maihara, Amandha Wyanto",10-Sep-20,2017,TV-G,92
Movie,Satte Pe Satta,Raj N. Sippy,31-Dec-19,1982,TV-14,153
TV Show,Satu Hari,,29-Sep-17,2014,TV-PG,1
Movie,Saturday Church,Damon Cardasis,6-Oct-20,2017,TV-MA,83
Movie,Satyagraha,Prakash Jha,1-nov.-18,2013,TV-14,146
TV Show,Anohana: The Flower We Saw That Day,,15-jul.-19,2011,TV-14,1
Movie,Saudi Arabia Uncovered,,1-Sep-16,2016,TV-14,52
Movie,Savage Dog,Jesse V. Johnson,1-nov.-17,2017,TV-MA,95
Movie,Savage Raghda,Mahmoud Karim,13-jun.-19,2018,TV-MA,93
TV Show,Save Me,,1-jan.-20,2017,TV-MA,1
TV Show,Save Our Shelter,,18-Aug-18,2015,TV-G,1
Movie,Saverio Raimondo: Il Satiro Parlante,Francesco Imperato,17-May-19,2019,TV-MA,53
Movie,Saving Capitalism,Jacob Kornbluth,21-nov.-17,2017,TV-PG,73
Movie,Saving Mr. Banks,John Lee Hancock,2-mar.-19,2013,PG-13,126
Movie,Saving Zoë,Jeffrey G. Hunt,15-jan.-20,2019,R,95
Movie,Savita Damodar Paranjpe,Swapna Waghmare Joshi,15-nov.-18,2018,TV-14,119
Movie,Anon,Andrew Niccol,4-May-18,2018,TV-MA,100
TV Show,Say I Do,,1-jul.-20,2020,TV-14,1
Movie,Say When,Lynn Shelton,19-jul.-18,2014,R,99
Movie,Sayed the Servant,Hussein Kamal,21-May-20,1985,TV-14,173
Movie,Scales: Mermaids Are Real,Kevan Peterson,23-jan.-20,2017,PG,93
TV Show,SCAMS,,6-nov.-19,2019,TV-14,1
TV Show,Scandal,," May 19, 2018",2018,TV-14,7
Movie,Scandal in Sorrento,Dino Risi,13-nov.-20,1955,TV-PG,93
TV Show,Scare Tactics,,30-jun.-19,2011,TV-MA,2
Movie,Scarecrow,Khaled Marei,20-Aug-20,2019,TV-MA,121
Movie,Scary Movie,Keenen Ivory Wayans,1-jan.-20,2000,R,88
Movie,Another Forever,Juan Zapata,21-mar.-17,2016,TV-PG,72
Movie,Scary Movie 5,Malcolm D. Lee,12-Aug-20,2013,PG-13,88
Movie,Schindler's List,Steven Spielberg,1-Apr-18,1993,R,195
TV Show,Schitt's Creek,,3-Oct-20,2020,TV-MA,6
Movie,School Daze,Spike Lee,1-nov.-20,1988,R,120
Movie,School Life,"Grand Corps Malade, Mehdi Idir",10-Apr-20,2019,TV-MA,112
Movie,Schubert In Love,Lars Büchel,1-mar.-18,2016,TV-14,94
TV Show,Schulz Saves America,Alexx Media,17-Dec-20,2020,TV-MA,1
TV Show,Scissor Seven,He Xiaofeng,7-May-20,2020,TV-14,2
Movie,Scooby-Doo on Zombie Island,"Hiroshi Aoyama, Kazumi Fukushima, Jim Stenstrum",15-Dec-19,1998,TV-PG,77
TV Show,Scooby-Doo!: Mystery Incorporated,,15-Dec-19,2012,TV-Y7,2
TV Show,Another Life,,25-jul.-19,2019,TV-MA,1
Movie,Scorpion King 5: Book of Souls,Don Michael Paul,23-Oct-18,2018,PG-13,102
Movie,Scott Pilgrim vs. the World,Edgar Wright,16-Sep-18,2010,PG-13,112
TV Show,Scream,,1-Sep-19,2019,TV-MA,3
Movie,Scream 2,Wes Craven,1-Oct-19,1997,R,121
Movie,Scream 3,Wes Craven,1-jul.-19,2000,R,117
Movie,Screwball,Billy Corben,6-Aug-19,2018,TV-MA,105
Movie,SDU: Sex Duties Unit,Gary Mak,1-Dec-18,2013,TV-MA,96
TV Show,Señora Acero,,28-Apr-19,2018,TV-MA,5
Movie,Seal Team Six: The Raid on Osama Bin Laden,John Stockwell,1-jan.-20,2012,TV-MA,90
Movie,Search Party,Scot Armstrong,16-mar.-20,2014,R,93
TV Show,Another Miss Oh,,16-Oct-19,2016,TV-MA,1
Movie,Searching for Bobby Fischer,Steven Zaillian,7-Dec-20,1993,PG,110
Movie,Searching for Sugar Man,Malik Bendjelloul,1-Dec-19,2012,PG-13,86
Movie,Season of the Witch,Dominic Sena,26-Apr-19,2011,PG-13,95
Movie,Sebastián Marcelo Wainraich,"Raúl Campos, Jan Suter",26-jan.-18,2018,TV-MA,49
Movie,Sebastian Maniscalco: Stay Hungry,Rik Reinholdtsen,15-jan.-19,2019,TV-MA,65
Movie,Sebastian Maniscalco: What's Wrong with People?,Manny Rodriguez,17-Sep-19,2012,TV-MA,76
Movie,Sebastian Maniscalco: Why Would You Do That,Joe DeMaio,6-Aug-19,2016,TV-MA,63
TV Show,Second 20s,,16-Oct-19,2015,TV-14,1
Movie,Secret,Jay Chou,1-jul.-18,2007,TV-PG,101
TV Show,Secret Affair,,22-May-17,2014,TV-14,1
TV Show,Answer for Heaven,,27-jun.-19,2019,TV-MA,1
TV Show,Secret City,,6-mar.-19,2016,TV-MA,2
Movie,Secret in Their Eyes,Billy Ray,1-Apr-18,2015,PG-13,111
Movie,Secret Obsession,Peter Sullivan,18-jul.-19,2019,TV-14,98
TV Show,Secret of Success,,8-May-19,2015,TV-14,1
TV Show,Secret of the Nile,,15-mar.-18,2016,TV-14,1
Movie,Secret Superstar,Advait Chandan,23-mar.-18,2017,TV-14,150
TV Show,Secreto bien guardado,,1-Oct-20,2019,TV-MA,1
Movie,Secrets in the Hot Spring,,31-Dec-18,2018,TV-14,108
Movie,Secrets of Althorp - The Spencers,Kasia Uscinska,22-Apr-17,2013,TV-PG,54
Movie,Secrets of Chatsworth,Susannah Ward,22-Feb-17,2013,TV-PG,54
Movie,Ant-Man and the Wasp,Peyton Reed,29-jan.-19,2018,PG-13,118
TV Show,Secrets of Great British Castles,,1-Apr-19,2016,TV-PG,1
Movie,Secrets of Henry VIII's Palace: Hampton Court,Sam Taplin,22-Feb-17,2013,TV-PG,54
Movie,Secrets of Her Majesty's Secret Service,Kasia Uscinska,22-Feb-17,2014,TV-PG,55
Movie,Secrets of Highclere Castle,Vicky Matthews,22-Feb-17,2013,TV-PG,54
